"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Accessory Fragment","Genome Fragment","Order within Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","ATCC_51524","KPL3033","KPL3043","KPL3050","KPL3052","KPL3065","KPL3069","KPL3070","KPL3077","KPL3084","KPL3086","KPL3090","KPL3246","KPL3250","KPL3256","KPL3264","KPL3274","KPL3911","KPL1914","KPL1934_CDC4709_98","KPL1939_CDC4792_99","KPL1938_CDC4791_99","KPL1937_CDC4199_99","KPL1933_CDC4545_98","KPL1932_CDC4420_98","KPL1931_CDC4294_98","KPL1930_CDC2949_98","KPL1922_CDC39_95"
"GC_00000521","persistent","ABC-type methionine transport system, ATPase component (AbcC) (PDB:6CVL)","28","28","1.0","NA","NA","","","","1010","1010","1010.0","ATCC_51524_CDS_0182","KPL3033_CDS_0335","KPL3043_CDS_0352","KPL3050_CDS_0356","KPL3052_CDS_0339","KPL3065_CDS_0339","KPL3069_CDS_0347","KPL3070_CDS_0355","KPL3077_CDS_1554","KPL3084_CDS_0361","KPL3086_CDS_0337","KPL3090_CDS_0447","KPL3246_CDS_0353","KPL3250_CDS_0331","KPL3256_CDS_1685","KPL3264_CDS_0899","KPL3274_CDS_0346","KPL3911_CDS_0362","KPL1914_CDS_1734","KPL1934_CDC4709_98_CDS_0704","KPL1939_CDC4792_99_CDS_0517","KPL1938_CDC4791_99_CDS_1265","KPL1937_CDC4199_99_CDS_0783","KPL1933_CDC4545_98_CDS_0743","KPL1932_CDC4420_98_CDS_1690","KPL1931_CDC4294_98_CDS_1255","KPL1930_CDC2949_98_CDS_1656","KPL1922_CDC39_95_CDS_1629"
"GC_00000522","persistent","Diadenosine tetraphosphatase ApaH/serine/threonine protein phosphatase, PP2A family (ApaH) (PDB:1AUI)","28","28","1.0","NA","NA","","","","701","701","701.0","ATCC_51524_CDS_0552","KPL3033_CDS_1781","KPL3043_CDS_1687","KPL3050_CDS_1811","KPL3052_CDS_1794","KPL3065_CDS_1667","KPL3069_CDS_1842","KPL3070_CDS_1713","KPL3077_CDS_1177","KPL3084_CDS_1733","KPL3086_CDS_1679","KPL3090_CDS_1865","KPL3246_CDS_1701","KPL3250_CDS_1684","KPL3256_CDS_1300","KPL3264_CDS_1271","KPL3274_CDS_1654","KPL3911_CDS_1748","KPL1914_CDS_0351","KPL1934_CDC4709_98_CDS_0336","KPL1939_CDC4792_99_CDS_0616","KPL1938_CDC4791_99_CDS_1620","KPL1937_CDC4199_99_CDS_1486","KPL1933_CDC4545_98_CDS_1143","KPL1932_CDC4420_98_CDS_1474","KPL1931_CDC4294_98_CDS_0888","KPL1930_CDC2949_98_CDS_0664","KPL1922_CDC39_95_CDS_0980"
"GC_00000523","persistent","tRNA 5-hydroxyU34 O-methylase TrmR/YrrM (TrmR) (PDB:1H1D) (PUBMED:29982645)","28","28","1.0","NA","NA","","","","707","719","707.43","ATCC_51524_CDS_0105","KPL3033_CDS_0419","KPL3043_CDS_0436","KPL3050_CDS_0441","KPL3052_CDS_0431","KPL3065_CDS_0424","KPL3069_CDS_0446","KPL3070_CDS_0464","KPL3077_CDS_1638","KPL3084_CDS_0468","KPL3086_CDS_0422","KPL3090_CDS_0532","KPL3246_CDS_0444","KPL3250_CDS_0418","KPL3256_CDS_1781","KPL3264_CDS_0812","KPL3274_CDS_0434","KPL3911_CDS_0471","KPL1914_CDS_1649","KPL1934_CDC4709_98_CDS_0790","KPL1939_CDC4792_99_CDS_0602","KPL1938_CDC4791_99_CDS_1677","KPL1937_CDC4199_99_CDS_1517","KPL1933_CDC4545_98_CDS_0660","KPL1932_CDC4420_98_CDS_1775","KPL1931_CDC4294_98_CDS_1194","KPL1930_CDC2949_98_CDS_0705","KPL1922_CDC39_95_CDS_1707"
"GC_00000524","persistent","Cell division septum initiation protein DivIVA, interacts with FtsZ and MinD (DivIVA) (PDB:2WUJ)","28","28","1.0","NA","NA","","","","335","335","335.0","ATCC_51524_CDS_0849","KPL3033_CDS_1110","KPL3043_CDS_1071","KPL3050_CDS_1171","KPL3052_CDS_1171","KPL3065_CDS_1051","KPL3069_CDS_1157","KPL3070_CDS_1084","KPL3077_CDS_0554","KPL3084_CDS_1107","KPL3086_CDS_1065","KPL3090_CDS_1192","KPL3246_CDS_1079","KPL3250_CDS_1068","KPL3256_CDS_0674","KPL3264_CDS_0151","KPL3274_CDS_1040","KPL3911_CDS_1130","KPL1914_CDS_0958","KPL1934_CDC4709_98_CDS_1467","KPL1939_CDC4792_99_CDS_0363","KPL1938_CDC4791_99_CDS_0707","KPL1937_CDC4199_99_CDS_1736","KPL1933_CDC4545_98_CDS_1529","KPL1932_CDC4420_98_CDS_0529","KPL1931_CDC4294_98_CDS_0410","KPL1930_CDC2949_98_CDS_1147","KPL1922_CDC39_95_CDS_0479"
"GC_00000525","persistent","Putative effector of murein hydrolase (LrgB)","28","28","1.0","NA","NA","","","","704","704","704.0","ATCC_51524_CDS_0508","KPL3033_CDS_0017","KPL3043_CDS_0022","KPL3050_CDS_0017","KPL3052_CDS_0017","KPL3065_CDS_0022","KPL3069_CDS_0017","KPL3070_CDS_0024","KPL3077_CDS_1219","KPL3084_CDS_0024","KPL3086_CDS_0022","KPL3090_CDS_0021","KPL3246_CDS_0022","KPL3250_CDS_0017","KPL3256_CDS_1354","KPL3264_CDS_1235","KPL3274_CDS_0017","KPL3911_CDS_0025","KPL1914_CDS_0317","KPL1934_CDC4709_98_CDS_0383","KPL1939_CDC4792_99_CDS_0665","KPL1938_CDC4791_99_CDS_1666","KPL1937_CDC4199_99_CDS_1135","KPL1933_CDC4545_98_CDS_1101","KPL1932_CDC4420_98_CDS_1520","KPL1931_CDC4294_98_CDS_1669","KPL1930_CDC2949_98_CDS_0392","KPL1922_CDC39_95_CDS_0938"
"GC_00000526","persistent","Fe2+ or Zn2+ uptake regulation protein Fur/Zur (Fur) (PDB:1MZB)","28","28","1.0","NA","NA","","","","461","461","461.0","ATCC_51524_CDS_0764","KPL3033_CDS_1202","KPL3043_CDS_1155","KPL3050_CDS_1265","KPL3052_CDS_1256","KPL3065_CDS_1137","KPL3069_CDS_1249","KPL3070_CDS_1169","KPL3077_CDS_0642","KPL3084_CDS_1193","KPL3086_CDS_1150","KPL3090_CDS_1281","KPL3246_CDS_1173","KPL3250_CDS_1162","KPL3256_CDS_0768","KPL3264_CDS_0055","KPL3274_CDS_1133","KPL3911_CDS_1218","KPL1914_CDS_0873","KPL1934_CDC4709_98_CDS_1552","KPL1939_CDC4792_99_CDS_0258","KPL1938_CDC4791_99_CDS_0792","KPL1937_CDC4199_99_CDS_0331","KPL1933_CDC4545_98_CDS_1614","KPL1932_CDC4420_98_CDS_0614","KPL1931_CDC4294_98_CDS_0317","KPL1930_CDC2949_98_CDS_1061","KPL1922_CDC39_95_CDS_0393"
"GC_00000527","persistent","4-hydroxy-tetrahydrodipicolinate synthase/N-acetylneuraminate lyase (DapA) (PDB:2R91) (PUBMED:27574185)","28","28","1.0","NA","NA","","","","890","890","890.0","ATCC_51524_CDS_0642","KPL3033_CDS_1688","KPL3043_CDS_1593","KPL3050_CDS_1713","KPL3052_CDS_1698","KPL3065_CDS_1573","KPL3069_CDS_1751","KPL3070_CDS_1622","KPL3077_CDS_1084","KPL3084_CDS_1642","KPL3086_CDS_1586","KPL3090_CDS_1774","KPL3246_CDS_1610","KPL3250_CDS_1588","KPL3256_CDS_1196","KPL3264_CDS_1362","KPL3274_CDS_1567","KPL3911_CDS_1656","KPL1914_CDS_0440","KPL1934_CDC4709_98_CDS_0247","KPL1939_CDC4792_99_CDS_1721","KPL1938_CDC4791_99_CDS_0514","KPL1937_CDC4199_99_CDS_1260","KPL1933_CDC4545_98_CDS_1439","KPL1932_CDC4420_98_CDS_0998","KPL1931_CDC4294_98_CDS_1440","KPL1930_CDC2949_98_CDS_0047","KPL1922_CDC39_95_CDS_0260"
"GC_00000528","persistent","mRNA degradation ribonuclease J1/J2 (RnjA) (PDB:3T3N)","28","28","1.0","NA","NA","","","","1529","1673","1667.86","ATCC_51524_CDS_0678","KPL3033_CDS_1339","KPL3043_CDS_1248","KPL3050_CDS_1355","KPL3052_CDS_1337","KPL3065_CDS_1233","KPL3069_CDS_1338","KPL3070_CDS_1255","KPL3077_CDS_0733","KPL3084_CDS_1279","KPL3086_CDS_1246","KPL3090_CDS_1371","KPL3246_CDS_1256","KPL3250_CDS_1254","KPL3256_CDS_0855","KPL3264_CDS_1724","KPL3274_CDS_1219","KPL3911_CDS_1305","KPL1914_CDS_0787","KPL1934_CDC4709_98_CDS_1635","KPL1939_CDC4792_99_CDS_0088","KPL1938_CDC4791_99_CDS_0878","KPL1937_CDC4199_99_CDS_1347","KPL1933_CDC4545_98_CDS_1691","KPL1932_CDC4420_98_CDS_0706","KPL1931_CDC4294_98_CDS_1615","KPL1930_CDC2949_98_CDS_0984","KPL1922_CDC39_95_CDS_0307"
"GC_00000529","persistent","GTPase involved in cell partioning and DNA repair (Obg) (PDB:1LNZ)","28","28","1.0","NA","NA","","","","1292","1295","1294.89","ATCC_51524_CDS_0786","KPL3033_CDS_1180","KPL3043_CDS_1134","KPL3050_CDS_1243","KPL3052_CDS_1234","KPL3065_CDS_1114","KPL3069_CDS_1227","KPL3070_CDS_1147","KPL3077_CDS_0620","KPL3084_CDS_1171","KPL3086_CDS_1128","KPL3090_CDS_1259","KPL3246_CDS_1151","KPL3250_CDS_1140","KPL3256_CDS_0746","KPL3264_CDS_0078","KPL3274_CDS_1111","KPL3911_CDS_1196","KPL1914_CDS_0895","KPL1934_CDC4709_98_CDS_1530","KPL1939_CDC4792_99_CDS_0280","KPL1938_CDC4791_99_CDS_0770","KPL1937_CDC4199_99_CDS_0238","KPL1933_CDC4545_98_CDS_1592","KPL1932_CDC4420_98_CDS_0592","KPL1931_CDC4294_98_CDS_0339","KPL1930_CDC2949_98_CDS_1083","KPL1922_CDC39_95_CDS_0416"
"GC_00000530","persistent","Phosphotransferase system, mannose/fructose/N-acetylgalactosamine-specific IIC component (ManY) (PDB:6K1H)","28","28","1.0","NA","NA","","","","797","797","797.0","ATCC_51524_CDS_0355","KPL3033_CDS_0163","KPL3043_CDS_0182","KPL3050_CDS_0173","KPL3052_CDS_0151","KPL3065_CDS_0167","KPL3069_CDS_0161","KPL3070_CDS_0165","KPL3077_CDS_1369","KPL3084_CDS_0164","KPL3086_CDS_0166","KPL3090_CDS_0266","KPL3246_CDS_0158","KPL3250_CDS_0142","KPL3256_CDS_1502","KPL3264_CDS_1070","KPL3274_CDS_0174","KPL3911_CDS_0167","KPL1914_CDS_0164","KPL1934_CDC4709_98_CDS_0533","KPL1939_CDC4792_99_CDS_0826","KPL1938_CDC4791_99_CDS_1437","KPL1937_CDC4199_99_CDS_0981","KPL1933_CDC4545_98_CDS_0938","KPL1932_CDC4420_98_CDS_1670","KPL1931_CDC4294_98_CDS_1157","KPL1930_CDC2949_98_CDS_0765","KPL1922_CDC39_95_CDS_1150"
"GC_00000531","persistent","Competence protein ComGC (ComGC)","28","28","1.0","NA","NA","","","","323","323","323.0","ATCC_51524_CDS_0925","KPL3033_CDS_0980","KPL3043_CDS_1000","KPL3050_CDS_1108","KPL3052_CDS_1104","KPL3065_CDS_0986","KPL3069_CDS_1091","KPL3070_CDS_1025","KPL3077_CDS_0484","KPL3084_CDS_1043","KPL3086_CDS_0999","KPL3090_CDS_1119","KPL3246_CDS_1019","KPL3250_CDS_1003","KPL3256_CDS_0612","KPL3264_CDS_0232","KPL3274_CDS_0978","KPL3911_CDS_1068","KPL1914_CDS_1053","KPL1934_CDC4709_98_CDS_1408","KPL1939_CDC4792_99_CDS_0962","KPL1938_CDC4791_99_CDS_0074","KPL1937_CDC4199_99_CDS_0170","KPL1933_CDC4545_98_CDS_0421","KPL1932_CDC4420_98_CDS_0799","KPL1931_CDC4294_98_CDS_0511","KPL1930_CDC2949_98_CDS_0185","KPL1922_CDC39_95_CDS_0149"
"GC_00000532","persistent","ABC-type dipeptide/oligopeptide/nickel transport system, permease component (DppB)","28","28","1.0","NA","NA","","","","956","956","956.0","ATCC_51524_CDS_0450","KPL3033_CDS_0074","KPL3043_CDS_0082","KPL3050_CDS_0073","KPL3052_CDS_0074","KPL3065_CDS_0082","KPL3069_CDS_0074","KPL3070_CDS_0081","KPL3077_CDS_1276","KPL3084_CDS_0081","KPL3086_CDS_0082","KPL3090_CDS_0174","KPL3246_CDS_0082","KPL3250_CDS_0073","KPL3256_CDS_1412","KPL3264_CDS_1179","KPL3274_CDS_0073","KPL3911_CDS_0082","KPL1914_CDS_0256","KPL1934_CDC4709_98_CDS_0445","KPL1939_CDC4792_99_CDS_0722","KPL1938_CDC4791_99_CDS_1381","KPL1937_CDC4199_99_CDS_1076","KPL1933_CDC4545_98_CDS_1026","KPL1932_CDC4420_98_CDS_1580","KPL1931_CDC4294_98_CDS_0802","KPL1930_CDC2949_98_CDS_0460","KPL1922_CDC39_95_CDS_0041"
"GC_00000533","persistent","Aspartyl/asparaginyl-tRNA synthetase (AsnS) (PDB:3KFU)","28","28","1.0","NA","NA","","","","953","1295","1282.79","ATCC_51524_CDS_1265","KPL3033_CDS_0652","KPL3043_CDS_0664","KPL3050_CDS_0756","KPL3052_CDS_0751","KPL3065_CDS_0650","KPL3069_CDS_0756","KPL3070_CDS_0688","KPL3077_CDS_0123","KPL3084_CDS_0698","KPL3086_CDS_0650","KPL3090_CDS_0772","KPL3246_CDS_0683","KPL3250_CDS_0651","KPL3256_CDS_0294","KPL3264_CDS_0576","KPL3274_CDS_0664","KPL3911_CDS_0717","KPL1914_CDS_1408","KPL1934_CDC4709_98_CDS_1064","KPL1939_CDC4792_99_CDS_1306","KPL1938_CDC4791_99_CDS_0171","KPL1937_CDC4199_99_CDS_1547","KPL1933_CDC4545_98_CDS_1275","KPL1932_CDC4420_98_CDS_1403","KPL1931_CDC4294_98_CDS_0618","KPL1930_CDC2949_98_CDS_1473","KPL1922_CDC39_95_CDS_1430"
"GC_00000534","persistent","Purine nucleoside phosphoramidase/Ap4A hydrolase, histidine triade (HIT) family (HinT) (PDB:1AV5) (PUBMED:20934431)","28","28","1.0","NA","NA","","","","437","437","437.0","ATCC_51524_CDS_0955","KPL3033_CDS_0950","KPL3043_CDS_0970","KPL3050_CDS_1078","KPL3052_CDS_1074","KPL3065_CDS_0956","KPL3069_CDS_1059","KPL3070_CDS_0995","KPL3077_CDS_0454","KPL3084_CDS_1012","KPL3086_CDS_0969","KPL3090_CDS_1089","KPL3246_CDS_0988","KPL3250_CDS_0973","KPL3256_CDS_0582","KPL3264_CDS_0262","KPL3274_CDS_0948","KPL3911_CDS_1038","KPL1914_CDS_1083","KPL1934_CDC4709_98_CDS_1378","KPL1939_CDC4792_99_CDS_0992","KPL1938_CDC4791_99_CDS_0104","KPL1937_CDC4199_99_CDS_1691","KPL1933_CDC4545_98_CDS_0451","KPL1932_CDC4420_98_CDS_0769","KPL1931_CDC4294_98_CDS_0481","KPL1930_CDC2949_98_CDS_0155","KPL1922_CDC39_95_CDS_0178"
"GC_00000535","persistent","UDP-N-acetylglucosamine enolpyruvyl transferase (MurA) (PDB:1A2N)","28","28","1.0","NA","NA","","","","1274","1274","1274.0","ATCC_51524_CDS_0116","KPL3033_CDS_0408","KPL3043_CDS_0425","KPL3050_CDS_0430","KPL3052_CDS_0420","KPL3065_CDS_0413","KPL3069_CDS_0435","KPL3070_CDS_0452","KPL3077_CDS_1627","KPL3084_CDS_0457","KPL3086_CDS_0411","KPL3090_CDS_0521","KPL3246_CDS_0433","KPL3250_CDS_0407","KPL3256_CDS_1770","KPL3264_CDS_0824","KPL3274_CDS_0423","KPL3911_CDS_0459","KPL1914_CDS_1660","KPL1934_CDC4709_98_CDS_0779","KPL1939_CDC4792_99_CDS_0591","KPL1938_CDC4791_99_CDS_1688","KPL1937_CDC4199_99_CDS_1528","KPL1933_CDC4545_98_CDS_0671","KPL1932_CDC4420_98_CDS_1764","KPL1931_CDC4294_98_CDS_1205","KPL1930_CDC2949_98_CDS_0694","KPL1922_CDC39_95_CDS_1696"
"GC_00000536","persistent","Uncharacterized conserved protein YozE, UPF0346 family (YozE) (PDB:2FJ6)","28","28","1.0","NA","NA","","","","227","227","227.0","ATCC_51524_CDS_0994","KPL3033_CDS_0905","KPL3043_CDS_0928","KPL3050_CDS_1037","KPL3052_CDS_1032","KPL3065_CDS_0914","KPL3069_CDS_1021","KPL3070_CDS_0954","KPL3077_CDS_0414","KPL3084_CDS_0972","KPL3086_CDS_0926","KPL3090_CDS_1044","KPL3246_CDS_0949","KPL3250_CDS_0929","KPL3256_CDS_0543","KPL3264_CDS_0302","KPL3274_CDS_0906","KPL3911_CDS_0998","KPL1914_CDS_1126","KPL1934_CDC4709_98_CDS_1335","KPL1939_CDC4792_99_CDS_1034","KPL1938_CDC4791_99_CDS_0432","KPL1937_CDC4199_99_CDS_1239","KPL1933_CDC4545_98_CDS_0493","KPL1932_CDC4420_98_CDS_0032","KPL1931_CDC4294_98_CDS_0033","KPL1930_CDC2949_98_CDS_0924","KPL1922_CDC39_95_CDS_0189"
"GC_00000537","persistent","Colicin V production accessory protein CvpA, regulator of purF expression and biofilm formation (CvpA) (PUBMED:27795353)","28","28","1.0","NA","NA","","","","443","650","572.96","ATCC_51524_CDS_0824","KPL3033_CDS_1135","KPL3043_CDS_1096","KPL3050_CDS_1196","KPL3052_CDS_1196","KPL3065_CDS_1076","KPL3069_CDS_1182","KPL3070_CDS_1109","KPL3077_CDS_0580","KPL3084_CDS_1132","KPL3086_CDS_1090","KPL3090_CDS_1217","KPL3246_CDS_1104","KPL3250_CDS_1093","KPL3256_CDS_0699","KPL3264_CDS_0125","KPL3274_CDS_1065","KPL3911_CDS_1155","KPL1914_CDS_0933","KPL1934_CDC4709_98_CDS_1492","KPL1939_CDC4792_99_CDS_0338","KPL1938_CDC4791_99_CDS_0732","KPL1937_CDC4199_99_CDS_1761","KPL1933_CDC4545_98_CDS_1554","KPL1932_CDC4420_98_CDS_0554","KPL1931_CDC4294_98_CDS_0385","KPL1930_CDC2949_98_CDS_1121","KPL1922_CDC39_95_CDS_0454"
"GC_00000538","persistent","dsRNA-specific ribonuclease (Rnc) (PDB:1DI2)","28","28","1.0","NA","NA","","","","698","698","698.0","ATCC_51524_CDS_1149","KPL3033_CDS_0759","KPL3043_CDS_0784","KPL3050_CDS_0887","KPL3052_CDS_0884","KPL3065_CDS_0772","KPL3069_CDS_0880","KPL3070_CDS_0813","KPL3077_CDS_0240","KPL3084_CDS_0832","KPL3086_CDS_0773","KPL3090_CDS_0895","KPL3246_CDS_0805","KPL3250_CDS_0773","KPL3256_CDS_0407","KPL3264_CDS_0447","KPL3274_CDS_0772","KPL3911_CDS_0854","KPL1914_CDS_1292","KPL1934_CDC4709_98_CDS_1191","KPL1939_CDC4792_99_CDS_1188","KPL1938_CDC4791_99_CDS_0290","KPL1937_CDC4199_99_CDS_0123","KPL1933_CDC4545_98_CDS_0648","KPL1932_CDC4420_98_CDS_0259","KPL1931_CDC4294_98_CDS_0190","KPL1930_CDC2949_98_CDS_1364","KPL1922_CDC39_95_CDS_1325"
"GC_00000539","persistent","Copper chaperone CopZ (CopZ) (PDB:1AFI)","28","28","1.0","NA","NA","","","","215","215","215.0","ATCC_51524_CDS_0651","KPL3033_CDS_1679","KPL3043_CDS_1584","KPL3050_CDS_1704","KPL3052_CDS_1689","KPL3065_CDS_1564","KPL3069_CDS_1742","KPL3070_CDS_1613","KPL3077_CDS_1075","KPL3084_CDS_1633","KPL3086_CDS_1577","KPL3090_CDS_1765","KPL3246_CDS_1601","KPL3250_CDS_1578","KPL3256_CDS_1187","KPL3264_CDS_1371","KPL3274_CDS_1558","KPL3911_CDS_1647","KPL1914_CDS_0449","KPL1934_CDC4709_98_CDS_0238","KPL1939_CDC4792_99_CDS_1730","KPL1938_CDC4791_99_CDS_0523","KPL1937_CDC4199_99_CDS_1251","KPL1933_CDC4545_98_CDS_1429","KPL1932_CDC4420_98_CDS_1007","KPL1931_CDC4294_98_CDS_1449","KPL1930_CDC2949_98_CDS_0056","KPL1922_CDC39_95_CDS_0251"
"GC_00000540","persistent","Gas vesicle protein YhaH (GvpP)","28","28","1.0","NA","NA","","","","344","344","344.0","ATCC_51524_CDS_0954","KPL3033_CDS_0951","KPL3043_CDS_0971","KPL3050_CDS_1079","KPL3052_CDS_1075","KPL3065_CDS_0957","KPL3069_CDS_1060","KPL3070_CDS_0996","KPL3077_CDS_0455","KPL3084_CDS_1013","KPL3086_CDS_0970","KPL3090_CDS_1090","KPL3246_CDS_0989","KPL3250_CDS_0974","KPL3256_CDS_0583","KPL3264_CDS_0261","KPL3274_CDS_0949","KPL3911_CDS_1039","KPL1914_CDS_1082","KPL1934_CDC4709_98_CDS_1379","KPL1939_CDC4792_99_CDS_0991","KPL1938_CDC4791_99_CDS_0103","KPL1937_CDC4199_99_CDS_1692","KPL1933_CDC4545_98_CDS_0450","KPL1932_CDC4420_98_CDS_0770","KPL1931_CDC4294_98_CDS_0482","KPL1930_CDC2949_98_CDS_0156","KPL1922_CDC39_95_CDS_0177"
"GC_00000541","persistent","Uncharacterized membrane protein YdjX, related to fungal oxalate transporter, TVP38/TMEM64 family (TVP38) (PUBMED:20889782)","28","28","1.0","NA","NA","","","","599","599","599.0","ATCC_51524_CDS_0592","KPL3033_CDS_1741","KPL3043_CDS_1648","KPL3050_CDS_1775","KPL3052_CDS_1752","KPL3065_CDS_1627","KPL3069_CDS_1806","KPL3070_CDS_1674","KPL3077_CDS_1137","KPL3084_CDS_1695","KPL3086_CDS_1640","KPL3090_CDS_1825","KPL3246_CDS_1663","KPL3250_CDS_1643","KPL3256_CDS_1259","KPL3264_CDS_1311","KPL3274_CDS_1620","KPL3911_CDS_1710","KPL1914_CDS_0390","KPL1934_CDC4709_98_CDS_0296","KPL1939_CDC4792_99_CDS_1652","KPL1938_CDC4791_99_CDS_0465","KPL1937_CDC4199_99_CDS_1310","KPL1933_CDC4545_98_CDS_1486","KPL1932_CDC4420_98_CDS_0947","KPL1931_CDC4294_98_CDS_1387","KPL1930_CDC2949_98_CDS_0619","KPL1922_CDC39_95_CDS_0648"
"GC_00000542","persistent","FoF1-type ATP synthase, epsilon subunit (AtpC) (PDB:3OAA) (PUBMED:29149348","28","28","1.0","NA","NA","","","","464","464","464.0","ATCC_51524_CDS_0224","KPL3033_CDS_0293","KPL3043_CDS_0310","KPL3050_CDS_0313","KPL3052_CDS_0296","KPL3065_CDS_0297","KPL3069_CDS_0304","KPL3070_CDS_0311","KPL3077_CDS_1512","KPL3084_CDS_0316","KPL3086_CDS_0295","KPL3090_CDS_0405","KPL3246_CDS_0310","KPL3250_CDS_0289","KPL3256_CDS_1643","KPL3264_CDS_0943","KPL3274_CDS_0302","KPL3911_CDS_0318","KPL1914_CDS_0020","KPL1934_CDC4709_98_CDS_0663","KPL1939_CDC4792_99_CDS_0475","KPL1938_CDC4791_99_CDS_1137","KPL1937_CDC4199_99_CDS_0826","KPL1933_CDC4545_98_CDS_0786","KPL1932_CDC4420_98_CDS_1146","KPL1931_CDC4294_98_CDS_1215","KPL1930_CDC2949_98_CDS_0145","KPL1922_CDC39_95_CDS_1023"
"GC_00000543","persistent","ABC-type maltose transport system, permease component MalG (MalG) (PDB:2R6G)","28","28","1.0","NA","NA","","","","851","851","851.0","ATCC_51524_CDS_0603","KPL3033_CDS_1730","KPL3043_CDS_1637","KPL3050_CDS_1756","KPL3052_CDS_1741","KPL3065_CDS_1616","KPL3069_CDS_1795","KPL3070_CDS_1663","KPL3077_CDS_1126","KPL3084_CDS_1684","KPL3086_CDS_1629","KPL3090_CDS_1814","KPL3246_CDS_1652","KPL3250_CDS_1632","KPL3256_CDS_1239","KPL3264_CDS_1322","KPL3274_CDS_1609","KPL3911_CDS_1699","KPL1914_CDS_0401","KPL1934_CDC4709_98_CDS_0285","KPL1939_CDC4792_99_CDS_1676","KPL1938_CDC4791_99_CDS_0476","KPL1937_CDC4199_99_CDS_1299","KPL1933_CDC4545_98_CDS_1475","KPL1932_CDC4420_98_CDS_0958","KPL1931_CDC4294_98_CDS_1376","KPL1930_CDC2949_98_CDS_0608","KPL1922_CDC39_95_CDS_0637"
"GC_00000544","persistent","Uncharacterized membrane protein YuzA, DUF378 family (YuzA)","28","28","1.0","NA","NA","","","","221","221","221.0","ATCC_51524_CDS_0469","KPL3033_CDS_0055","KPL3043_CDS_0063","KPL3050_CDS_0054","KPL3052_CDS_0055","KPL3065_CDS_0063","KPL3069_CDS_0056","KPL3070_CDS_0062","KPL3077_CDS_1257","KPL3084_CDS_0062","KPL3086_CDS_0063","KPL3090_CDS_0156","KPL3246_CDS_0062","KPL3250_CDS_0054","KPL3256_CDS_1393","KPL3264_CDS_1198","KPL3274_CDS_0054","KPL3911_CDS_0063","KPL1914_CDS_0277","KPL1934_CDC4709_98_CDS_0426","KPL1939_CDC4792_99_CDS_0703","KPL1938_CDC4791_99_CDS_1402","KPL1937_CDC4199_99_CDS_1095","KPL1933_CDC4545_98_CDS_1045","KPL1932_CDC4420_98_CDS_1559","KPL1931_CDC4294_98_CDS_0821","KPL1930_CDC2949_98_CDS_0441","KPL1922_CDC39_95_CDS_0020"
"GC_00000545","persistent","Uncharacterized membrane protein YwzB (YwzB)","28","28","1.0","NA","NA","","","","230","230","230.0","ATCC_51524_CDS_1519","KPL3033_CDS_1506","KPL3043_CDS_1426","KPL3050_CDS_1524","KPL3052_CDS_1507","KPL3065_CDS_1406","KPL3069_CDS_1579","KPL3070_CDS_1421","KPL3077_CDS_0890","KPL3084_CDS_1447","KPL3086_CDS_1419","KPL3090_CDS_1609","KPL3246_CDS_1421","KPL3250_CDS_1411","KPL3256_CDS_1024","KPL3264_CDS_1553","KPL3274_CDS_1380","KPL3911_CDS_1466","KPL1914_CDS_0632","KPL1934_CDC4709_98_CDS_0068","KPL1939_CDC4792_99_CDS_1496","KPL1938_CDC4791_99_CDS_0581","KPL1937_CDC4199_99_CDS_0631","KPL1933_CDC4545_98_CDS_0106","KPL1932_CDC4420_98_CDS_1376","KPL1931_CDC4294_98_CDS_1087","KPL1930_CDC2949_98_CDS_1182","KPL1922_CDC39_95_CDS_1477"
"GC_00000546","persistent","Uncharacterized conserved protein YpiB, UPF0302 family (YpiB)","28","28","1.0","NA","NA","","","","560","560","560.0","ATCC_51524_CDS_1270","KPL3033_CDS_0647","KPL3043_CDS_0659","KPL3050_CDS_0751","KPL3052_CDS_0746","KPL3065_CDS_0645","KPL3069_CDS_0751","KPL3070_CDS_0683","KPL3077_CDS_0118","KPL3084_CDS_0693","KPL3086_CDS_0645","KPL3090_CDS_0767","KPL3246_CDS_0678","KPL3250_CDS_0646","KPL3256_CDS_0289","KPL3264_CDS_0581","KPL3274_CDS_0659","KPL3911_CDS_0712","KPL1914_CDS_1413","KPL1934_CDC4709_98_CDS_1059","KPL1939_CDC4792_99_CDS_1311","KPL1938_CDC4791_99_CDS_0166","KPL1937_CDC4199_99_CDS_1552","KPL1933_CDC4545_98_CDS_1280","KPL1932_CDC4420_98_CDS_1398","KPL1931_CDC4294_98_CDS_0613","KPL1930_CDC2949_98_CDS_1478","KPL1922_CDC39_95_CDS_1434"
