Id,Label,Interval,nb_genes,name,product,type,partition,sub partition,partition_exact,partition_soft,length_avg,length_med,nb_organisms,Genome1,Genome2,Genome3,Genome4,Genome5,Genome6,Genome7,Genome8,Genome9,Genome10,Genome11,Genome12,Genome13,Genome14,Genome15,Genome16,Genome17,Genome18,Genome19,Genome20,Genome21,Genome22,Genome23,Genome24,Genome25,Genome26,Genome27,Genome28
134,GC_00000135,,29,COG1381,Recombinational DNA repair protein RecO (RecF pathway) (RecO) (PDB:1U5K),CDS,persistent,P,exact_core,soft_core,749.31,776,28,ATCC_51524___1071,KPL3033___835,KPL3043___862,KPL3050___963,KPL3052___959,KPL3065___849,KPL3069___957,KPL3070___889,KPL3077___325,KPL3084___907,KPL3086___852|KPL3086___853,KPL3090___975,KPL3246___884,KPL3250___864,KPL3256___488,KPL3264___371,KPL3274___847,KPL3911___932,KPL1914___1219,KPL1934_CDC4709_98___1268,KPL1939_CDC4792_99___1099,KPL1938_CDC4791_99___365,KPL1937_CDC4199_99___1178,KPL1933_CDC4545_98___561,KPL1932_CDC4420_98___102,KPL1931_CDC4294_98___590,KPL1930_CDC2949_98___1287,KPL1922_CDC39_95___1247
135,GC_00000136,,29,COG4974,Site-specific recombinase XerD (XerD) (PDB:1A0P),CDS,persistent,P,exact_core,soft_core,866,899,28,ATCC_51524___766,KPL3033___1202,KPL3043___1155,KPL3050___1265,KPL3052___1256,KPL3065___1136|KPL3065___1137,KPL3069___1249,KPL3070___1169,KPL3077___642,KPL3084___1193,KPL3086___1150,KPL3090___1281,KPL3246___1173,KPL3250___1162,KPL3256___768,KPL3264___57,KPL3274___1133,KPL3911___1218,KPL1914___875,KPL1934_CDC4709_98___1552,KPL1939_CDC4792_99___260,KPL1938_CDC4791_99___792,KPL1937_CDC4199_99___331,KPL1933_CDC4545_98___1614,KPL1932_CDC4420_98___614,KPL1931_CDC4294_98___319,KPL1930_CDC2949_98___1063,KPL1922_CDC39_95___395
136,GC_00000137,,29,COG1115,Na+/alanine symporter (AlsT) (PDB:6CSE),CDS,persistent,P,exact_core,soft_core,1292.21,1367,28,ATCC_51524___1157,KPL3033___753,KPL3043___778,KPL3050___881,KPL3052___878,KPL3065___766,KPL3069___874,KPL3070___807,KPL3077___234,KPL3084___826,KPL3086___767,KPL3090___889,KPL3246___799,KPL3250___767,KPL3256___401,KPL3264___455,KPL3274___766,KPL3911___848,KPL1914___1300,KPL1934_CDC4709_98___1185,KPL1939_CDC4792_99___1196|KPL1939_CDC4792_99___1197,KPL1938_CDC4791_99___284,KPL1937_CDC4199_99___117,KPL1933_CDC4545_98___656,KPL1932_CDC4420_98___267,KPL1931_CDC4294_98___1135,KPL1930_CDC2949_98___1372,KPL1922_CDC39_95___1333
137,GC_00000138,,29,COG1792,Cell shape-determining protein MreC (MreC) (PDB:2J5U),CDS,persistent,P,exact_core,soft_core,956.21,959,28,ATCC_51524___1459,KPL3033___1442,KPL3043___1365,KPL3050___1453,KPL3052___1438,KPL3065___1345,KPL3069___1517,KPL3070___1356,KPL3077___831,KPL3084___1381,KPL3086___1358,KPL3090___1473,KPL3246___1354,KPL3250___1349,KPL3256___960,KPL3264___1623,KPL3274___1314,KPL3911___1405,KPL1914___691,KPL1934_CDC4709_98___1742|KPL1934_CDC4709_98___4,KPL1939_CDC4792_99___1558,KPL1938_CDC4791_99___1592,KPL1937_CDC4199_99___562,KPL1933_CDC4545_98___176,KPL1932_CDC4420_98___375,KPL1931_CDC4294_98___705,KPL1930_CDC2949_98___336,KPL1922_CDC39_95___1540
138,GC_00000139,,29,,,CDS,persistent,P,exact_core,soft_core,336.76,338,28,ATCC_51524___1490,KPL3033___1473,KPL3043___1396,KPL3050___1484,KPL3052___1469,KPL3065___1376,KPL3069___1550,KPL3070___1389,KPL3077___858,KPL3084___1415,KPL3086___1389,KPL3090___1579,KPL3246___1383,KPL3250___1382,KPL3256___991,KPL3264___1592,KPL3274___1346,KPL3911___1434,KPL1914___664,KPL1934_CDC4709_98___31|KPL1934_CDC4709_98___1772,KPL1939_CDC4792_99___1527,KPL1938_CDC4791_99___540,KPL1937_CDC4199_99___593,KPL1933_CDC4545_98___144,KPL1932_CDC4420_98___20,KPL1931_CDC4294_98___1117,KPL1930_CDC2949_98___13,KPL1922_CDC39_95___1509
139,GC_00000140,,29,COG4974,Site-specific recombinase XerD (XerD) (PDB:1A0P),CDS,persistent,P,exact_core,soft_core,868.69,902,28,ATCC_51524___1050,KPL3033___856,KPL3043___883,KPL3050___984,KPL3052___984,KPL3065___870,KPL3069___980,KPL3070___910,KPL3077___355,KPL3084___928,KPL3086___877|KPL3086___878,KPL3090___1000,KPL3246___905,KPL3250___885,KPL3256___509,KPL3264___346,KPL3274___869,KPL3911___953,KPL1914___1190,KPL1934_CDC4709_98___1289,KPL1939_CDC4792_99___1079,KPL1938_CDC4791_99___388,KPL1937_CDC4199_99___1154,KPL1933_CDC4545_98___540,KPL1932_CDC4420_98___77,KPL1931_CDC4294_98___439,KPL1930_CDC2949_98___1263,KPL1922_CDC39_95___1226
140,GC_00000141,,29,COG0550,DNA topoisomerase IA (TopA) (PDB:1CY0),CDS,persistent,P,exact_core,soft_core,1992.24,2066,28,ATCC_51524___1051,KPL3033___855,KPL3043___882,KPL3050___983,KPL3052___983,KPL3065___869,KPL3069___979,KPL3070___909,KPL3077___354,KPL3084___927,KPL3086___876|KPL3086___875,KPL3090___999,KPL3246___904,KPL3250___884,KPL3256___508,KPL3264___347,KPL3274___868,KPL3911___952,KPL1914___1191,KPL1934_CDC4709_98___1288,KPL1939_CDC4792_99___1080,KPL1938_CDC4791_99___387,KPL1937_CDC4199_99___1155,KPL1933_CDC4545_98___541,KPL1932_CDC4420_98___78,KPL1931_CDC4294_98___438,KPL1930_CDC2949_98___1264,KPL1922_CDC39_95___1227
141,GC_00000142,,29,COG0168,"Trk-type K+ transport system, membrane component (TrkG) (PDB:3PJZ)",CDS,persistent,P,exact_core,soft_core,1401.03,1451,28,ATCC_51524___494,KPL3033___33,KPL3043___39,KPL3050___33,KPL3052___33,KPL3065___39,KPL3069___35|KPL3069___34,KPL3070___40,KPL3077___1235,KPL3084___40,KPL3086___39,KPL3090___49,KPL3246___38,KPL3250___33,KPL3256___1370,KPL3264___1221,KPL3274___33,KPL3911___41,KPL1914___303,KPL1934_CDC4709_98___401,KPL1939_CDC4792_99___681,KPL1938_CDC4791_99___1427,KPL1937_CDC4199_99___1121,KPL1933_CDC4545_98___1079,KPL1932_CDC4420_98___1536,KPL1931_CDC4294_98___847,KPL1930_CDC2949_98___408,KPL1922_CDC39_95___924
142,GC_00000143,,29,,,CDS,persistent,P,exact_core,soft_core,534.14,554,28,ATCC_51524___204,KPL3033___315,KPL3043___332,KPL3050___335,KPL3052___319,KPL3065___319,KPL3069___326|KPL3069___327,KPL3070___333,KPL3077___1534,KPL3084___338,KPL3086___317,KPL3090___427,KPL3246___332,KPL3250___311,KPL3256___1665,KPL3264___923,KPL3274___324,KPL3911___340,KPL1914___1756,KPL1934_CDC4709_98___684,KPL1939_CDC4792_99___497,KPL1938_CDC4791_99___1284,KPL1937_CDC4199_99___805,KPL1933_CDC4545_98___766,KPL1932_CDC4420_98___921,KPL1931_CDC4294_98___1237,KPL1930_CDC2949_98___126,KPL1922_CDC39_95___1003
143,GC_00000144,,29,COG0300,Short-chain dehydrogenase (YqjQ),CDS,persistent,P,exact_core,soft_core,735.34,761,28,ATCC_51524___49,KPL3033___477,KPL3043___497,KPL3050___581,KPL3052___577,KPL3065___483,KPL3069___579,KPL3070___524,KPL3077___1787,KPL3084___530,KPL3086___481,KPL3090___594,KPL3246___509,KPL3250___478,KPL3256___133,KPL3264___753,KPL3274___491,KPL3911___533|KPL3911___532,KPL1914___1591,KPL1934_CDC4709_98___904,KPL1939_CDC4792_99___238,KPL1938_CDC4791_99___921,KPL1937_CDC4199_99___414,KPL1933_CDC4545_98___328,KPL1932_CDC4420_98___1221,KPL1931_CDC4294_98___1865,KPL1930_CDC2949_98___1636,KPL1922_CDC39_95___1212
144,GC_00000145,,29,COG5522,Uncharacterized membrane protein YwaF (YwaF),CDS,persistent,P,exact_core,soft_core,683,683,28,ATCC_51524___1477,KPL3033___1460,KPL3043___1383,KPL3050___1471,KPL3052___1456,KPL3065___1363,KPL3069___1537,KPL3070___1376,KPL3077___845,KPL3084___1400,KPL3086___1376,KPL3090___1564,KPL3246___1368,KPL3250___1367,KPL3256___978,KPL3264___1605,KPL3274___1333,KPL3911___1419,KPL1914___677,KPL1934_CDC4709_98___1757|KPL1934_CDC4709_98___18,KPL1939_CDC4792_99___1540,KPL1938_CDC4791_99___1606,KPL1937_CDC4199_99___580,KPL1933_CDC4545_98___158,KPL1932_CDC4420_98___361,KPL1931_CDC4294_98___687,KPL1930_CDC2949_98___350,KPL1922_CDC39_95___1522
145,GC_00000146,,29,COG4468,Galactose-1-phosphate uridylyltransferase (GalT2),CDS,persistent,P,exact_core,soft_core,1437.66,1490,28,ATCC_51524___1596,KPL3033___1573,KPL3043___1499,KPL3050___1593,KPL3052___1577,KPL3065___1471,KPL3069___1656,KPL3070___1508|KPL3070___1509,KPL3077___969,KPL3084___1528,KPL3086___1484,KPL3090___1679,KPL3246___1488,KPL3250___1479,KPL3256___1104,KPL3264___1486,KPL3274___1451,KPL3911___1546,KPL1914___559,KPL1934_CDC4709_98___136,KPL1939_CDC4792_99___1426,KPL1938_CDC4791_99___648,KPL1937_CDC4199_99___697,KPL1933_CDC4545_98___37,KPL1932_CDC4420_98___904,KPL1931_CDC4294_98___94,KPL1930_CDC2949_98___113,KPL1922_CDC39_95___822
146,GC_00000147,,29,COG1115,Na+/alanine symporter (AlsT) (PDB:6CSE),CDS,persistent,P,exact_core,soft_core,1379.62,1427,28,ATCC_51524___1658,KPL3033___1642,KPL3043___1568,KPL3050___1671,KPL3052___1655,KPL3065___1548|KPL3065___1547,KPL3069___1726,KPL3070___1590,KPL3077___1034,KPL3084___1609,KPL3086___1561,KPL3090___1748,KPL3246___1567,KPL3250___1543,KPL3256___1171,KPL3264___1408,KPL3274___1526,KPL3911___1624,KPL1914___491,KPL1934_CDC4709_98___213,KPL1939_CDC4792_99___1366,KPL1938_CDC4791_99___1105,KPL1937_CDC4199_99___373,KPL1933_CDC4545_98___284,KPL1932_CDC4420_98___488,KPL1931_CDC4294_98___168,KPL1930_CDC2949_98___235,KPL1922_CDC39_95___892
147,GC_00000148,,29,COG0846,"NAD-dependent protein deacetylase, SIR2 family (SIR2) (PDB:1M2N)",CDS,persistent,P,exact_core,soft_core,710.72,737,28,ATCC_51524___1164,KPL3033___746,KPL3043___770,KPL3050___874,KPL3052___872,KPL3065___758,KPL3069___867,KPL3070___800,KPL3077___226|KPL3077___227,KPL3084___819,KPL3086___759,KPL3090___882,KPL3246___792,KPL3250___760,KPL3256___394,KPL3264___462,KPL3274___759,KPL3911___841,KPL1914___1307,KPL1934_CDC4709_98___1178,KPL1939_CDC4792_99___1204,KPL1938_CDC4791_99___277,KPL1937_CDC4199_99___110,KPL1933_CDC4545_98___1173,KPL1932_CDC4420_98___274,KPL1931_CDC4294_98___1142,KPL1930_CDC2949_98___1379,KPL1922_CDC39_95___1340
148,GC_00000149,,29,COG0180,Tryptophanyl-tRNA synthetase (TrpS) (PDB:3N9I),CDS,persistent,P,exact_core,soft_core,980.93,1016,28,ATCC_51524___595,KPL3033___1740,KPL3043___1647,KPL3050___1774,KPL3052___1751,KPL3065___1626,KPL3069___1805,KPL3070___1673,KPL3077___1136,KPL3084___1694,KPL3086___1639,KPL3090___1824,KPL3246___1662,KPL3250___1642,KPL3256___1258|KPL3256___1257,KPL3264___1314,KPL3274___1619,KPL3911___1709,KPL1914___393,KPL1934_CDC4709_98___295,KPL1939_CDC4792_99___1655,KPL1938_CDC4791_99___468,KPL1937_CDC4199_99___1309,KPL1933_CDC4545_98___1485,KPL1932_CDC4420_98___950,KPL1931_CDC4294_98___1386,KPL1930_CDC2949_98___618,KPL1922_CDC39_95___647
149,GC_00000150,,29,COG0719,Fe-S cluster assembly scaffold protein SufB (SufB) (PDB:1VH4),CDS,persistent,P,exact_core,soft_core,1292,1292,28,ATCC_51524___1483,KPL3033___1466,KPL3043___1389,KPL3050___1477,KPL3052___1462,KPL3065___1369,KPL3069___1543,KPL3070___1382,KPL3077___851,KPL3084___1408,KPL3086___1382,KPL3090___1572,KPL3246___1375,KPL3250___1375,KPL3256___984,KPL3264___1599,KPL3274___1339,KPL3911___1427,KPL1914___671,KPL1934_CDC4709_98___24|KPL1934_CDC4709_98___1763,KPL1939_CDC4792_99___1534,KPL1938_CDC4791_99___533,KPL1937_CDC4199_99___586,KPL1933_CDC4545_98___151,KPL1932_CDC4420_98___13,KPL1931_CDC4294_98___1124,KPL1930_CDC2949_98___6,KPL1922_CDC39_95___1516
150,GC_00000151,,29,COG0768,"Cell division protein FtsI, peptidoglycan transpeptidase (Penicillin-binding protein 2) (FtsI) (PDB:6HZQ)",CDS,persistent,P,exact_core,soft_core,2068.9,2144,28,ATCC_51524___1086,KPL3033___820,KPL3043___847,KPL3050___948,KPL3052___944,KPL3065___834,KPL3069___942,KPL3070___874,KPL3077___309,KPL3084___892,KPL3086___835|KPL3086___836,KPL3090___960,KPL3246___869,KPL3250___837,KPL3256___473,KPL3264___386,KPL3274___832,KPL3911___916,KPL1914___1233,KPL1934_CDC4709_98___1253,KPL1939_CDC4792_99___1126,KPL1938_CDC4791_99___350,KPL1937_CDC4199_99___1193,KPL1933_CDC4545_98___588,KPL1932_CDC4420_98___117,KPL1931_CDC4294_98___575,KPL1930_CDC2949_98___1302,KPL1922_CDC39_95___1262
151,GC_00000152,,29,COG1820,N-acetylglucosamine-6-phosphate deacetylase (NagA) (PDB:1O12),CDS,persistent,P,exact_core,soft_core,1133.1,1133,28,ATCC_51524___1492,KPL3033___1475,KPL3043___1399,KPL3050___1487,KPL3052___1472,KPL3065___1379,KPL3069___1552,KPL3070___1391,KPL3077___861,KPL3084___1417,KPL3086___1392,KPL3090___1582,KPL3246___1386,KPL3250___1384,KPL3256___994,KPL3264___1590,KPL3274___1349,KPL3911___1436,KPL1914___661,KPL1934_CDC4709_98___1775|KPL1934_CDC4709_98___33,KPL1939_CDC4792_99___1525,KPL1938_CDC4791_99___542,KPL1937_CDC4199_99___596,KPL1933_CDC4545_98___142,KPL1932_CDC4420_98___22,KPL1931_CDC4294_98___1114,KPL1930_CDC2949_98___16,KPL1922_CDC39_95___1506
152,GC_00000153,,29,COG0472,UDP-N-acetylmuramyl pentapeptide phosphotransferase/UDP-N-acetylglucosamine-1-phosphate transferase (Rfe) (PDB:4J72),CDS,persistent,P,exact_core,soft_core,936.66,968,28,ATCC_51524___744,KPL3033___1224,KPL3043___1177,KPL3050___1289,KPL3052___1280,KPL3065___1159|KPL3065___1160,KPL3069___1271,KPL3070___1191,KPL3077___664,KPL3084___1215,KPL3086___1173,KPL3090___1305,KPL3246___1195,KPL3250___1186,KPL3256___792,KPL3264___34,KPL3274___1155,KPL3911___1240,KPL1914___853,KPL1934_CDC4709_98___1576,KPL1939_CDC4792_99___32,KPL1938_CDC4791_99___814,KPL1937_CDC4199_99___1461,KPL1933_CDC4545_98___1636,KPL1932_CDC4420_98___636,KPL1931_CDC4294_98___297,KPL1930_CDC2949_98___1041,KPL1922_CDC39_95___373
153,GC_00000154,,29,COG0628,Predicted PurR-regulated permease PerM (PerM),CDS,persistent,P,exact_core,soft_core,1065.03,1112,28,ATCC_51524___977,KPL3033___924|KPL3033___925,KPL3043___947,KPL3050___1058,KPL3052___1051,KPL3065___933,KPL3069___1039,KPL3070___974,KPL3077___433,KPL3084___992,KPL3086___945,KPL3090___1065,KPL3246___968,KPL3250___950,KPL3256___562,KPL3264___285,KPL3274___925,KPL3911___1018,KPL1914___1109,KPL1934_CDC4709_98___1355,KPL1939_CDC4792_99___1017,KPL1938_CDC4791_99___129,KPL1937_CDC4199_99___262,KPL1933_CDC4545_98___476,KPL1932_CDC4420_98___745,KPL1931_CDC4294_98___1430,KPL1930_CDC2949_98___535,KPL1922_CDC39_95___265
154,GC_00000155,,29,COG0620,Methionine synthase II (cobalamin-independent) (MetE) (PDB:1T7L),CDS,persistent,P,exact_core,soft_core,1112.93,1157,28,ATCC_51524___1303,KPL3033___610,KPL3043___627,KPL3050___720,KPL3052___716,KPL3065___613,KPL3069___720,KPL3070___647,KPL3077___80,KPL3084___657,KPL3086___613,KPL3090___736|KPL3090___737,KPL3246___642,KPL3250___614,KPL3256___258,KPL3264___613,KPL3274___622,KPL3911___675,KPL1914___1452,KPL1934_CDC4709_98___1023,KPL1939_CDC4792_99___123,KPL1938_CDC4791_99___1041,KPL1937_CDC4199_99___1584,KPL1933_CDC4545_98___1312,KPL1932_CDC4420_98___1341,KPL1931_CDC4294_98___1734,KPL1930_CDC2949_98___1516,KPL1922_CDC39_95___683
155,GC_00000156,,29,COG1131,"ABC-type multidrug transport system, ATPase component (CcmA) (PDB:5DO7)",CDS,persistent,P,exact_core,soft_core,876.45,908,28,ATCC_51524___1236,KPL3033___688,KPL3043___696,KPL3050___788,KPL3052___784,KPL3065___684,KPL3069___791,KPL3070___724,KPL3077___154,KPL3084___734,KPL3086___685,KPL3090___808,KPL3246___716,KPL3250___686,KPL3256___326,KPL3264___542,KPL3274___696,KPL3911___754,KPL1914___1367,KPL1934_CDC4709_98___1098,KPL1939_CDC4792_99___1274,KPL1938_CDC4791_99___204,KPL1937_CDC4199_99___19|KPL1937_CDC4199_99___20,KPL1933_CDC4545_98___1242,KPL1932_CDC4420_98___348,KPL1931_CDC4294_98___653,KPL1930_CDC2949_98___1442,KPL1922_CDC39_95___1396
156,GC_00000157,,29,,,CDS,persistent,P,exact_core,soft_core,529.28,575,28,ATCC_51524___42,KPL3033___484,KPL3043___504,KPL3050___588,KPL3052___584,KPL3065___490,KPL3069___586,KPL3070___531,KPL3077___1794,KPL3084___537,KPL3086___489,KPL3090___601,KPL3246___516,KPL3250___485,KPL3256___141,KPL3264___745,KPL3274___498,KPL3911___541,KPL1914___1584,KPL1934_CDC4709_98___911,KPL1939_CDC4792_99___245,KPL1938_CDC4791_99___928,KPL1937_CDC4199_99___407,KPL1933_CDC4545_98___321,KPL1932_CDC4420_98___1228,KPL1931_CDC4294_98___1872,KPL1930_CDC2949_98___1628|KPL1930_CDC2949_98___1629,KPL1922_CDC39_95___1205
157,GC_00000158,,29,COG0542,"ATP-dependent Clp protease, ATP-binding subunit ClpA (ClpA) (PDB:1KSF)",CDS,persistent,P,exact_core,soft_core,2101.38,2177,28,ATCC_51524___725,KPL3033___1243,KPL3043___1196,KPL3050___1308,KPL3052___1300,KPL3065___1180,KPL3069___1290,KPL3070___1210,KPL3077___683,KPL3084___1234,KPL3086___1192,KPL3090___1324,KPL3246___1214,KPL3250___1206|KPL3250___1205,KPL3256___811,KPL3264___15,KPL3274___1175,KPL3911___1260,KPL1914___834,KPL1934_CDC4709_98___1595,KPL1939_CDC4792_99___51,KPL1938_CDC4791_99___833,KPL1937_CDC4199_99___1443,KPL1933_CDC4545_98___1655,KPL1932_CDC4420_98___655,KPL1931_CDC4294_98___278,KPL1930_CDC2949_98___1022,KPL1922_CDC39_95___354
158,GC_00000159,,29,COG2217,Cation-transporting P-type ATPase (ZntA) (PDB:4BBJ),CDS,persistent,P,exact_core,soft_core,1809.97,1874,28,ATCC_51524___651,KPL3033___1681,KPL3043___1586,KPL3050___1706,KPL3052___1691,KPL3065___1566,KPL3069___1744,KPL3070___1615,KPL3077___1077,KPL3084___1635,KPL3086___1579,KPL3090___1767,KPL3246___1603,KPL3250___1580|KPL3250___1581,KPL3256___1189,KPL3264___1371,KPL3274___1560,KPL3911___1649,KPL1914___449,KPL1934_CDC4709_98___240,KPL1939_CDC4792_99___1730,KPL1938_CDC4791_99___523,KPL1937_CDC4199_99___1253,KPL1933_CDC4545_98___1431,KPL1932_CDC4420_98___1007,KPL1931_CDC4294_98___1449,KPL1930_CDC2949_98___56,KPL1922_CDC39_95___253
159,GC_00000160,,29,COG0777,Acetyl-CoA carboxylase beta subunit (AccD) (PDB:2F9I),CDS,persistent,P,exact_core,soft_core,843.55,872,28,ATCC_51524___330,KPL3033___188,KPL3043___211,KPL3050___199,KPL3052___185,KPL3065___196,KPL3069___196,KPL3070___200,KPL3077___1405,KPL3084___199|KPL3084___200,KPL3086___195,KPL3090___293,KPL3246___184,KPL3250___170,KPL3256___1536,KPL3264___1044,KPL3274___199,KPL3911___202,KPL1914___133,KPL1934_CDC4709_98___560,KPL1939_CDC4792_99___851,KPL1938_CDC4791_99___1470,KPL1937_CDC4199_99___947,KPL1933_CDC4545_98___907,KPL1932_CDC4420_98___1040,KPL1931_CDC4294_98___1487,KPL1930_CDC2949_98___801,KPL1922_CDC39_95___1126
160,GC_00000161,,29,COG2873,"O-acetylhomoserine/O-acetylserine sulfhydrylase, pyridoxal phosphate-dependent (MET17) (PDB:2CTZ)",CDS,persistent,P,exact_core,soft_core,1233.03,1277,28,ATCC_51524___396,KPL3033___127,KPL3043___139|KPL3043___140,KPL3050___132,KPL3052___113,KPL3065___125,KPL3069___127,KPL3070___120,KPL3077___1330,KPL3084___121,KPL3086___125,KPL3090___220,KPL3246___128,KPL3250___109,KPL3256___1465,KPL3264___1119,KPL3274___134,KPL3911___122,KPL1914___204,KPL1934_CDC4709_98___486,KPL1939_CDC4792_99___781,KPL1938_CDC4791_99___1326,KPL1937_CDC4199_99___1023,KPL1933_CDC4545_98___984,KPL1932_CDC4420_98___1636,KPL1931_CDC4294_98___214,KPL1930_CDC2949_98___507,KPL1922_CDC39_95___91
161,GC_00000162,,29,COG1876,"LD-carboxypeptidase LdcB, LAS superfamily (LdcB) (PDB:4D0Y) (PUBMED:24909784)",CDS,persistent,P,exact_core,soft_core,806.52,818,28,ATCC_51524___1462,KPL3033___1445,KPL3043___1368,KPL3050___1456,KPL3052___1441,KPL3065___1348,KPL3069___1521,KPL3070___1359,KPL3077___834,KPL3084___1384,KPL3086___1361,KPL3090___1549,KPL3246___1357,KPL3250___1352,KPL3256___963,KPL3264___1620,KPL3274___1317,KPL3911___1408,KPL1914___688,KPL1934_CDC4709_98___1745|KPL1934_CDC4709_98___7,KPL1939_CDC4792_99___1555,KPL1938_CDC4791_99___1595,KPL1937_CDC4199_99___565,KPL1933_CDC4545_98___173,KPL1932_CDC4420_98___372,KPL1931_CDC4294_98___702,KPL1930_CDC2949_98___339,KPL1922_CDC39_95___1537
162,GC_00000163,,29,COG1570,"Exonuclease VII, large subunit (XseA)",CDS,persistent,P,exact_core,soft_core,1306.07,1355,28,ATCC_51524___935,KPL3033___972,KPL3043___992,KPL3050___1100,KPL3052___1096,KPL3065___978,KPL3069___1082|KPL3069___1083,KPL3070___1017,KPL3077___476,KPL3084___1035,KPL3086___991,KPL3090___1111,KPL3246___1011,KPL3250___995,KPL3256___604,KPL3264___242,KPL3274___970,KPL3911___1060,KPL1914___1063,KPL1934_CDC4709_98___1400,KPL1939_CDC4792_99___972,KPL1938_CDC4791_99___84,KPL1937_CDC4199_99___162,KPL1933_CDC4545_98___431,KPL1932_CDC4420_98___791,KPL1931_CDC4294_98___503,KPL1930_CDC2949_98___177,KPL1922_CDC39_95___159
163,GC_00000164,,29,COG0518,"GMP synthase, glutamine amidotransferase domain (GuaA1) (PDB:4WIM)",CDS,persistent,P,exact_core,soft_core,1555.17,1637,28,ATCC_51524___1578,KPL3033___1555,KPL3043___1479,KPL3050___1575,KPL3052___1559,KPL3065___1453,KPL3069___1633,KPL3070___1486|KPL3070___1485,KPL3077___951,KPL3084___1510,KPL3086___1466,KPL3090___1661,KPL3246___1470,KPL3250___1461,KPL3256___1086,KPL3264___1504,KPL3274___1433,KPL3911___1529,KPL1914___577,KPL1934_CDC4709_98___118,KPL1939_CDC4792_99___1444,KPL1938_CDC4791_99___630,KPL1937_CDC4199_99___679,KPL1933_CDC4545_98___55,KPL1932_CDC4420_98___886,KPL1931_CDC4294_98___76,KPL1930_CDC2949_98___95,KPL1922_CDC39_95___804
164,GC_00000165,,29,COG3613,Nucleoside 2-deoxyribosyltransferase (RCL) (PDB:1F8X),CDS,persistent,P,exact_core,soft_core,502.9,506,28,ATCC_51524___1175,KPL3033___735,KPL3043___759,KPL3050___854,KPL3052___852,KPL3065___747,KPL3069___847,KPL3070___782,KPL3077___209,KPL3084___802,KPL3086___748,KPL3090___862,KPL3246___775,KPL3250___748,KPL3256___383,KPL3264___474,KPL3274___746,KPL3911___824,KPL1914___1318,KPL1934_CDC4709_98___1158,KPL1939_CDC4792_99___1215,KPL1938_CDC4791_99___266,KPL1937_CDC4199_99___94,KPL1933_CDC4545_98___1184,KPL1932_CDC4420_98___294,KPL1931_CDC4294_98___860|KPL1931_CDC4294_98___1716,KPL1930_CDC2949_98___1390,KPL1922_CDC39_95___1351
165,GC_00000166,,29,COG0095,Lipoate-protein ligase A (LplA) (PDB:4TVW),CDS,persistent,P,exact_core,soft_core,966.55,1001,28,ATCC_51524___46,KPL3033___480,KPL3043___500,KPL3050___584,KPL3052___580,KPL3065___486,KPL3069___582,KPL3070___527,KPL3077___1790,KPL3084___533,KPL3086___484,KPL3090___597,KPL3246___512,KPL3250___481,KPL3256___136,KPL3264___749|KPL3264___750,KPL3274___494,KPL3911___536,KPL1914___1588,KPL1934_CDC4709_98___907,KPL1939_CDC4792_99___241,KPL1938_CDC4791_99___924,KPL1937_CDC4199_99___411,KPL1933_CDC4545_98___325,KPL1932_CDC4420_98___1224,KPL1931_CDC4294_98___1868,KPL1930_CDC2949_98___1633,KPL1922_CDC39_95___1209
166,GC_00000167,,29,COG2205,K+-sensing histidine kinase KdpD (KdpD) (PDB:2KSF),CDS,persistent,P,exact_core,soft_core,1301.52,1352,28,ATCC_51524___1583,KPL3033___1560,KPL3043___1486,KPL3050___1580,KPL3052___1564,KPL3065___1458,KPL3069___1640,KPL3070___1493|KPL3070___1494,KPL3077___956,KPL3084___1515,KPL3086___1471,KPL3090___1666,KPL3246___1475,KPL3250___1466,KPL3256___1091,KPL3264___1499,KPL3274___1438,KPL3911___1534,KPL1914___572,KPL1934_CDC4709_98___123,KPL1939_CDC4792_99___1439,KPL1938_CDC4791_99___635,KPL1937_CDC4199_99___684,KPL1933_CDC4545_98___50,KPL1932_CDC4420_98___891,KPL1931_CDC4294_98___81,KPL1930_CDC2949_98___100,KPL1922_CDC39_95___809
167,GC_00000168,,29,COG2376,Dihydroxyacetone kinase (DAK1) (PDB:1UN8),CDS,persistent,P,exact_core,soft_core,947.1,983,28,ATCC_51524___24|ATCC_51524___25,KPL3033___503,KPL3043___522,KPL3050___606,KPL3052___603,KPL3065___508,KPL3069___608,KPL3070___549,KPL3077___1814,KPL3084___555,KPL3086___507,KPL3090___623,KPL3246___534,KPL3250___503,KPL3256___159,KPL3264___726,KPL3274___522,KPL3911___560,KPL1914___1565,KPL1934_CDC4709_98___929,KPL1939_CDC4792_99___904,KPL1938_CDC4791_99___947,KPL1937_CDC4199_99___295,KPL1933_CDC4545_98___1410,KPL1932_CDC4420_98___1247,KPL1931_CDC4294_98___1891,KPL1930_CDC2949_98___1610,KPL1922_CDC39_95___1188
