Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Accessory Fragment,Genome Fragment,Order within Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,KPL3033,KPL3043,KPL3050,KPL3052,KPL3065,KPL3069,KPL3070,KPL3077,KPL3084,KPL3086,KPL3090,KPL3246,KPL3250,KPL3256,KPL3264,KPL3274,KPL3911,KPL1914,KPL1934_CDC4709_98,ATCC_51524,KPL1939_CDC4792_99,KPL1938_CDC4791_99,KPL1937_CDC4199_99,KPL1933_CDC4545_98,KPL1932_CDC4420_98,KPL1931_CDC4294_98,KPL1930_CDC2949_98,KPL1922_CDC39_95
KPL3033_CDS_1184,persistent,Trigger factor,28,28,1,NA,NA,,,,1325,1325,1325,KPL3033_CDS_1184,KPL3043_CDS_1138,KPL3050_CDS_1247,KPL3052_CDS_1238,KPL3065_CDS_1118,KPL3069_CDS_1231,KPL3070_CDS_1151,KPL3077_CDS_0624,KPL3084_CDS_1175,KPL3086_CDS_1132,KPL3090_CDS_1263,KPL3246_CDS_1155,KPL3250_CDS_1144,KPL3256_CDS_0750,KPL3264_CDS_0074,KPL3274_CDS_1115,KPL3911_CDS_1200,KPL1914_CDS_0891,KPL1934_CDC4709_98_CDS_1534,ATCC_51524_CDS_0782,KPL1939_CDC4792_99_CDS_0276,KPL1938_CDC4791_99_CDS_0774,KPL1937_CDC4199_99_CDS_0242,KPL1933_CDC4545_98_CDS_1596,KPL1932_CDC4420_98_CDS_0596,KPL1931_CDC4294_98_CDS_0335,KPL1930_CDC2949_98_CDS_1079,KPL1922_CDC39_95_CDS_0412
KPL3033_CDS_1216,persistent,hypothetical protein,28,28,1,NA,NA,,,,287,287,287,KPL3033_CDS_1216,KPL3043_CDS_1169,KPL3050_CDS_1281,KPL3052_CDS_1270,KPL3065_CDS_1151,KPL3069_CDS_1263,KPL3070_CDS_1183,KPL3077_CDS_0656,KPL3084_CDS_1207,KPL3086_CDS_1165,KPL3090_CDS_1297,KPL3246_CDS_1187,KPL3250_CDS_1178,KPL3256_CDS_0784,KPL3264_CDS_0040,KPL3274_CDS_1147,KPL3911_CDS_1232,KPL1914_CDS_0859,KPL1934_CDC4709_98_CDS_1568,ATCC_51524_CDS_0750,KPL1939_CDC4792_99_CDS_0024,KPL1938_CDC4791_99_CDS_0806,KPL1937_CDC4199_99_CDS_1467,KPL1933_CDC4545_98_CDS_1628,KPL1932_CDC4420_98_CDS_0628,KPL1931_CDC4294_98_CDS_0303,KPL1930_CDC2949_98_CDS_1047,KPL1922_CDC39_95_CDS_0379
KPL3033_CDS_1248,persistent,3'(2')%2C5'-bisphosphate nucleotidase CysQ,28,28,1,NA,NA,,,,776,776,776,KPL3033_CDS_1248,KPL3043_CDS_1201,KPL3050_CDS_1313,KPL3052_CDS_1305,KPL3065_CDS_1185,KPL3069_CDS_1295,KPL3070_CDS_1215,KPL3077_CDS_0688,KPL3084_CDS_1239,KPL3086_CDS_1197,KPL3090_CDS_1329,KPL3246_CDS_1219,KPL3250_CDS_1211,KPL3256_CDS_0816,KPL3264_CDS_0008,KPL3274_CDS_1180,KPL3911_CDS_1265,KPL1914_CDS_0827,KPL1934_CDC4709_98_CDS_1600,ATCC_51524_CDS_0718,KPL1939_CDC4792_99_CDS_0056,KPL1938_CDC4791_99_CDS_0838,KPL1937_CDC4199_99_CDS_1436,KPL1933_CDC4545_98_CDS_1660,KPL1932_CDC4420_98_CDS_0660,KPL1931_CDC4294_98_CDS_0271,KPL1930_CDC2949_98_CDS_1015,KPL1922_CDC39_95_CDS_0347
KPL3033_CDS_1280,cloud,hypothetical protein,1,1,1,NA,NA,,,,254,254,254,KPL3033_CDS_1280,,,,,,,,,,,,,,,,,,,,,,,,,,,
KPL3033_CDS_1312,persistent,Branched-chain amino acid transport system 2 carrier protein,28,30,1.07,NA,NA,,,,557,1331,1237.3,KPL3033_CDS_1312,KPL3043_CDS_1216,KPL3050_CDS_1326,KPL3052_CDS_1316,KPL3065_CDS_1200,KPL3069_CDS_1308,KPL3070_CDS_1228,KPL3077_CDS_0701,KPL3084_CDS_1252,KPL3086_CDS_1212,KPL3090_CDS_1338,KPL3246_CDS_1232,KPL3250_CDS_1221,KPL3256_CDS_0829,"KPL3264_CDS_1753 ""KPL3264_CDS_1752""",KPL3274_CDS_1189,KPL3911_CDS_1278,KPL1914_CDS_0814,"KPL1934_CDC4709_98_CDS_1615 ""KPL1934_CDC4709_98_CDS_1616""",ATCC_51524_CDS_0709,KPL1939_CDC4792_99_CDS_0065,KPL1938_CDC4791_99_CDS_0855,KPL1937_CDC4199_99_CDS_1369,KPL1933_CDC4545_98_CDS_1673,KPL1932_CDC4420_98_CDS_0677,KPL1931_CDC4294_98_CDS_0258,KPL1930_CDC2949_98_CDS_1006,KPL1922_CDC39_95_CDS_0337
KPL3033_CDS_1376,persistent,hypothetical protein,28,28,1,NA,NA,,,,1298,1298,1298,KPL3033_CDS_1376,KPL3043_CDS_1296,KPL3050_CDS_1394,KPL3052_CDS_1373,KPL3065_CDS_1275,KPL3069_CDS_1448,KPL3070_CDS_1290,KPL3077_CDS_0767,KPL3084_CDS_1313,KPL3086_CDS_1288,KPL3090_CDS_1409,KPL3246_CDS_1296,KPL3250_CDS_1290,KPL3256_CDS_0893,KPL3264_CDS_1687,KPL3274_CDS_1255,KPL3911_CDS_1339,KPL1914_CDS_0751,KPL1934_CDC4709_98_CDS_1670,ATCC_51524_CDS_1401,KPL1939_CDC4792_99_CDS_1615,KPL1938_CDC4791_99_CDS_1527,KPL1937_CDC4199_99_CDS_0505,KPL1933_CDC4545_98_CDS_0240,KPL1932_CDC4420_98_CDS_0441,KPL1931_CDC4294_98_CDS_0765,KPL1930_CDC2949_98_CDS_0271,KPL1922_CDC39_95_CDS_1602
KPL3033_CDS_1408,persistent,Acetyltransferase,28,28,1,NA,NA,,,,263,452,445.25,KPL3033_CDS_1408,KPL3043_CDS_1333,KPL3050_CDS_1421,KPL3052_CDS_1404,KPL3065_CDS_1313,KPL3069_CDS_1485,KPL3070_CDS_1323,KPL3077_CDS_0798,KPL3084_CDS_1348,KPL3086_CDS_1326,KPL3090_CDS_1440,KPL3246_CDS_1322,KPL3250_CDS_1316,KPL3256_CDS_0926,KPL3264_CDS_1654,KPL3274_CDS_1279,KPL3911_CDS_1372,KPL1914_CDS_0721,KPL1934_CDC4709_98_CDS_1708,ATCC_51524_CDS_1426,KPL1939_CDC4792_99_CDS_1590,KPL1938_CDC4791_99_CDS_1558,KPL1937_CDC4199_99_CDS_0530,KPL1933_CDC4545_98_CDS_0209,KPL1932_CDC4420_98_CDS_0407,KPL1931_CDC4294_98_CDS_0734,KPL1930_CDC2949_98_CDS_0302,KPL1922_CDC39_95_CDS_1571
KPL3033_CDS_1440,persistent,hypothetical protein,28,30,1.07,NA,NA,,,,266,530,513.5,KPL3033_CDS_1440,KPL3043_CDS_1363,KPL3050_CDS_1451,KPL3052_CDS_1436,KPL3065_CDS_1343,KPL3069_CDS_1515,KPL3070_CDS_1354,KPL3077_CDS_0829,KPL3084_CDS_1379,KPL3086_CDS_1356,KPL3090_CDS_1471,KPL3246_CDS_1352,KPL3250_CDS_1347,KPL3256_CDS_0958,KPL3264_CDS_1623,KPL3274_CDS_1312,KPL3911_CDS_1403,KPL1914_CDS_0691,"KPL1934_CDC4709_98_CDS_0002 ""KPL1934_CDC4709_98_CDS_0001"" ""KPL1934_CDC4709_98_CDS_1740""",ATCC_51524_CDS_1457,KPL1939_CDC4792_99_CDS_1558,KPL1938_CDC4791_99_CDS_1590,KPL1937_CDC4199_99_CDS_0560,KPL1933_CDC4545_98_CDS_0176,KPL1932_CDC4420_98_CDS_0375,KPL1931_CDC4294_98_CDS_0705,KPL1930_CDC2949_98_CDS_0334,KPL1922_CDC39_95_CDS_1540
KPL3033_CDS_1472,persistent,hypothetical protein,27,28,1.04,NA,NA,,,,338,338,338,KPL3033_CDS_1472,KPL3043_CDS_1395,KPL3050_CDS_1483,KPL3052_CDS_1468,KPL3065_CDS_1375,KPL3069_CDS_1549,KPL3070_CDS_1388,KPL3077_CDS_0857,KPL3084_CDS_1414,KPL3086_CDS_1388,KPL3090_CDS_1578,KPL3246_CDS_1382,KPL3250_CDS_1381,KPL3256_CDS_0990,KPL3264_CDS_1591,,KPL3911_CDS_1433,KPL1914_CDS_0663,"KPL1934_CDC4709_98_CDS_1771 ""KPL1934_CDC4709_98_CDS_0030""",ATCC_51524_CDS_1489,KPL1939_CDC4792_99_CDS_1526,KPL1938_CDC4791_99_CDS_0539,KPL1937_CDC4199_99_CDS_0592,KPL1933_CDC4545_98_CDS_0143,KPL1932_CDC4420_98_CDS_0019,KPL1931_CDC4294_98_CDS_1116,KPL1930_CDC2949_98_CDS_0012,KPL1922_CDC39_95_CDS_1508
KPL3033_CDS_1504,persistent,Spermidine/putrescine import ATP-binding protein PotA,28,28,1,NA,NA,,,,1148,1148,1148,KPL3033_CDS_1504,KPL3043_CDS_1424,KPL3050_CDS_1522,KPL3052_CDS_1505,KPL3065_CDS_1404,KPL3069_CDS_1577,KPL3070_CDS_1419,KPL3077_CDS_0888,KPL3084_CDS_1445,KPL3086_CDS_1417,KPL3090_CDS_1607,KPL3246_CDS_1419,KPL3250_CDS_1409,KPL3256_CDS_1022,KPL3264_CDS_1555,KPL3274_CDS_1378,KPL3911_CDS_1464,KPL1914_CDS_0634,KPL1934_CDC4709_98_CDS_0066,ATCC_51524_CDS_1517,KPL1939_CDC4792_99_CDS_1498,KPL1938_CDC4791_99_CDS_0579,KPL1937_CDC4199_99_CDS_0629,KPL1933_CDC4545_98_CDS_0108,KPL1932_CDC4420_98_CDS_1374,KPL1931_CDC4294_98_CDS_1089,KPL1930_CDC2949_98_CDS_1184,KPL1922_CDC39_95_CDS_1479
KPL3033_CDS_1536,persistent,Aspartate carbamoyltransferase,28,28,1,NA,NA,,,,884,887,886.36,KPL3033_CDS_1536,KPL3043_CDS_1455,KPL3050_CDS_1551,KPL3052_CDS_1535,KPL3065_CDS_1434,KPL3069_CDS_1607,KPL3070_CDS_1452,KPL3077_CDS_0922,KPL3084_CDS_1477,KPL3086_CDS_1447,KPL3090_CDS_1638,KPL3246_CDS_1448,KPL3250_CDS_1443,KPL3256_CDS_1055,KPL3264_CDS_1527,KPL3274_CDS_1410,KPL3911_CDS_1495,KPL1914_CDS_0597,KPL1934_CDC4709_98_CDS_0095,ATCC_51524_CDS_1551,KPL1939_CDC4792_99_CDS_1465,KPL1938_CDC4791_99_CDS_0607,KPL1937_CDC4199_99_CDS_0657,KPL1933_CDC4545_98_CDS_0080,KPL1932_CDC4420_98_CDS_0863,KPL1931_CDC4294_98_CDS_0052,KPL1930_CDC2949_98_CDS_0070,KPL1922_CDC39_95_CDS_0779
KPL3033_CDS_1600,persistent,Protein LemA,28,28,1,NA,NA,,,,557,557,557,KPL3033_CDS_1600,KPL3043_CDS_1516,KPL3050_CDS_1612,KPL3052_CDS_1597,KPL3065_CDS_1496,KPL3069_CDS_1673,KPL3070_CDS_1538,KPL3077_CDS_0995,KPL3084_CDS_1555,KPL3086_CDS_1509,KPL3090_CDS_1697,KPL3246_CDS_1507,KPL3250_CDS_1500,KPL3256_CDS_1121,KPL3264_CDS_1466,KPL3274_CDS_1476,KPL3911_CDS_1573,KPL1914_CDS_0532,KPL1934_CDC4709_98_CDS_0151,ATCC_51524_CDS_1615,KPL1939_CDC4792_99_CDS_1407,KPL1938_CDC4791_99_CDS_0666,KPL1937_CDC4199_99_CDS_0714,KPL1933_CDC4545_98_CDS_0019,KPL1932_CDC4420_98_CDS_1445,KPL1931_CDC4294_98_CDS_0118,KPL1930_CDC2949_98_CDS_0723,KPL1922_CDC39_95_CDS_0841
KPL3033_CDS_1632,persistent,putative ABC transporter phosphite binding protein PhnD1,28,28,1,NA,NA,,,,914,914,914,KPL3033_CDS_1632,KPL3043_CDS_1557,KPL3050_CDS_1661,KPL3052_CDS_1645,KPL3065_CDS_1536,KPL3069_CDS_1716,KPL3070_CDS_1580,KPL3077_CDS_1026,KPL3084_CDS_1599,KPL3086_CDS_1550,KPL3090_CDS_1738,KPL3246_CDS_1557,KPL3250_CDS_1533,KPL3256_CDS_1163,KPL3264_CDS_1416,KPL3274_CDS_1516,KPL3911_CDS_1614,KPL1914_CDS_0499,KPL1934_CDC4709_98_CDS_0203,ATCC_51524_CDS_1648,KPL1939_CDC4792_99_CDS_1374,KPL1938_CDC4791_99_CDS_1095,KPL1937_CDC4199_99_CDS_0381,KPL1933_CDC4545_98_CDS_0292,KPL1932_CDC4420_98_CDS_0478,KPL1931_CDC4294_98_CDS_0158,KPL1930_CDC2949_98_CDS_0243,KPL1922_CDC39_95_CDS_0882
KPL3033_CDS_1696,shell,hypothetical protein,20,20,1,NA,NA,,,,1340,1346,1345.7,KPL3033_CDS_1696,KPL3043_CDS_1600,KPL3050_CDS_1721,KPL3052_CDS_1705,KPL3065_CDS_1580,KPL3069_CDS_1759,KPL3070_CDS_1630,KPL3077_CDS_1092,KPL3084_CDS_1650,KPL3086_CDS_1593,,KPL3246_CDS_1617,KPL3250_CDS_1596,KPL3256_CDS_1204,,KPL3274_CDS_1574,KPL3911_CDS_1665,KPL1914_CDS_0433,,ATCC_51524_CDS_0635,KPL1939_CDC4792_99_CDS_1714,,,,,KPL1931_CDC4294_98_CDS_1344,,KPL1922_CDC39_95_CDS_0601
KPL3033_CDS_1760,persistent,hypothetical protein,28,28,1,NA,NA,,,,803,803,803,KPL3033_CDS_1760,KPL3043_CDS_1666,KPL3050_CDS_1793,KPL3052_CDS_1771,KPL3065_CDS_1646,KPL3069_CDS_1824,KPL3070_CDS_1691,KPL3077_CDS_1156,KPL3084_CDS_1711,KPL3086_CDS_1658,KPL3090_CDS_1845,KPL3246_CDS_1681,KPL3250_CDS_1662,KPL3256_CDS_1279,KPL3264_CDS_1293,KPL3274_CDS_1636,KPL3911_CDS_1726,KPL1914_CDS_0371,KPL1934_CDC4709_98_CDS_0315,ATCC_51524_CDS_0573,KPL1939_CDC4792_99_CDS_1634,KPL1938_CDC4791_99_CDS_0445,KPL1937_CDC4199_99_CDS_1328,KPL1933_CDC4545_98_CDS_1502,KPL1932_CDC4420_98_CDS_0929,KPL1931_CDC4294_98_CDS_1406,KPL1930_CDC2949_98_CDS_0560,KPL1922_CDC39_95_CDS_0666
KPL3033_CDS_1792,persistent,Iron-dependent repressor IdeR,28,28,1,NA,NA,,,,644,644,644,KPL3033_CDS_1792,KPL3043_CDS_1705,KPL3050_CDS_1831,KPL3052_CDS_1811,KPL3065_CDS_1685,KPL3069_CDS_1861,KPL3070_CDS_1728,KPL3077_CDS_1195,KPL3084_CDS_1748,KPL3086_CDS_1697,KPL3090_CDS_1884,KPL3246_CDS_1711,KPL3250_CDS_1705,KPL3256_CDS_1323,KPL3264_CDS_1261,KPL3274_CDS_1675,KPL3911_CDS_1763,KPL1914_CDS_0341,KPL1934_CDC4709_98_CDS_0357,ATCC_51524_CDS_0539,KPL1939_CDC4792_99_CDS_0636,KPL1938_CDC4791_99_CDS_1635,KPL1937_CDC4199_99_CDS_1497,KPL1933_CDC4545_98_CDS_1132,KPL1932_CDC4420_98_CDS_1489,KPL1931_CDC4294_98_CDS_1645,KPL1930_CDC2949_98_CDS_0363,KPL1922_CDC39_95_CDS_0964
KPL3043_CDS_0023,persistent,Antiholin-like protein LrgA,28,28,1,NA,NA,,,,392,392,392,KPL3033_CDS_0018,KPL3043_CDS_0023,KPL3050_CDS_0018,KPL3052_CDS_0018,KPL3065_CDS_0023,KPL3069_CDS_0018,KPL3070_CDS_0025,KPL3077_CDS_1220,KPL3084_CDS_0025,KPL3086_CDS_0023,KPL3090_CDS_0022,KPL3246_CDS_0023,KPL3250_CDS_0018,KPL3256_CDS_1355,KPL3264_CDS_1234,KPL3274_CDS_0018,KPL3911_CDS_0026,KPL1914_CDS_0316,KPL1934_CDC4709_98_CDS_0384,ATCC_51524_CDS_0507,KPL1939_CDC4792_99_CDS_0666,KPL1938_CDC4791_99_CDS_1667,KPL1937_CDC4199_99_CDS_1134,KPL1933_CDC4545_98_CDS_1100,KPL1932_CDC4420_98_CDS_1521,KPL1931_CDC4294_98_CDS_1670,KPL1930_CDC2949_98_CDS_0393,KPL1922_CDC39_95_CDS_0937
KPL3043_CDS_0055,shell,hypothetical protein,12,12,1,NA,NA,,,,458,458,458,,KPL3043_CDS_0055,,,KPL3065_CDS_0055,,,,,KPL3086_CDS_0055,,KPL3246_CDS_0054,,KPL3256_CDS_1385,,,,KPL1914_CDS_0285,KPL1934_CDC4709_98_CDS_0418,ATCC_51524_CDS_0477,,KPL1938_CDC4791_99_CDS_1410,KPL1937_CDC4199_99_CDS_1102,,KPL1932_CDC4420_98_CDS_1551,KPL1931_CDC4294_98_CDS_0829,,
KPL3043_CDS_0087,persistent,Nuclease SbcCD subunit D,28,28,1,NA,NA,,,,1145,1145,1145,KPL3033_CDS_0079,KPL3043_CDS_0087,KPL3050_CDS_0079,KPL3052_CDS_0081,KPL3065_CDS_0087,KPL3069_CDS_0079,KPL3070_CDS_0086,KPL3077_CDS_1281,KPL3084_CDS_0086,KPL3086_CDS_0087,KPL3090_CDS_0179,KPL3246_CDS_0087,KPL3250_CDS_0078,KPL3256_CDS_1417,KPL3264_CDS_1174,KPL3274_CDS_0079,KPL3911_CDS_0087,KPL1914_CDS_0251,KPL1934_CDC4709_98_CDS_0450,ATCC_51524_CDS_0444,KPL1939_CDC4792_99_CDS_0727,KPL1938_CDC4791_99_CDS_1370,KPL1937_CDC4199_99_CDS_1071,KPL1933_CDC4545_98_CDS_1019,KPL1932_CDC4420_98_CDS_1585,KPL1931_CDC4294_98_CDS_0797,KPL1930_CDC2949_98_CDS_0465,KPL1922_CDC39_95_CDS_0046
KPL3043_CDS_0151,cloud,hypothetical protein,7,7,1,NA,NA,,,,467,467,467,,KPL3043_CDS_0151,,,KPL3065_CDS_0136,,,,,KPL3086_CDS_0136,,,,,,,,,,,KPL1939_CDC4792_99_CDS_0798,,KPL1937_CDC4199_99_CDS_1005,,,,KPL1930_CDC2949_98_CDS_0743,KPL1922_CDC39_95_CDS_0509
KPL3043_CDS_0183,persistent,PTS system mannose-specific EIIAB component,28,28,1,NA,NA,,,,977,977,977,KPL3033_CDS_0164,KPL3043_CDS_0183,KPL3050_CDS_0174,KPL3052_CDS_0152,KPL3065_CDS_0168,KPL3069_CDS_0162,KPL3070_CDS_0166,KPL3077_CDS_1370,KPL3084_CDS_0165,KPL3086_CDS_0167,KPL3090_CDS_0267,KPL3246_CDS_0159,KPL3250_CDS_0143,KPL3256_CDS_1503,KPL3264_CDS_1069,KPL3274_CDS_0175,KPL3911_CDS_0168,KPL1914_CDS_0163,KPL1934_CDC4709_98_CDS_0534,ATCC_51524_CDS_0354,KPL1939_CDC4792_99_CDS_0827,KPL1938_CDC4791_99_CDS_1438,KPL1937_CDC4199_99_CDS_0980,KPL1933_CDC4545_98_CDS_0937,KPL1932_CDC4420_98_CDS_1671,KPL1931_CDC4294_98_CDS_1156,KPL1930_CDC2949_98_CDS_0766,KPL1922_CDC39_95_CDS_1149
KPL3043_CDS_0279,cloud,hypothetical protein,6,6,1,NA,NA,,,,419,419,419,,KPL3043_CDS_0279,,,KPL3065_CDS_0266,,,,,KPL3086_CDS_0264,,KPL3246_CDS_0269,,,,,,,,,,,KPL1937_CDC4199_99_CDS_0858,,KPL1932_CDC4420_98_CDS_1117,,,
KPL3043_CDS_0311,persistent,ATP synthase subunit beta,28,28,1,NA,NA,,,,1454,1454,1454,KPL3033_CDS_0294,KPL3043_CDS_0311,KPL3050_CDS_0314,KPL3052_CDS_0297,KPL3065_CDS_0298,KPL3069_CDS_0305,KPL3070_CDS_0312,KPL3077_CDS_1513,KPL3084_CDS_0317,KPL3086_CDS_0296,KPL3090_CDS_0406,KPL3246_CDS_0311,KPL3250_CDS_0290,KPL3256_CDS_1644,KPL3264_CDS_0942,KPL3274_CDS_0303,KPL3911_CDS_0319,KPL1914_CDS_0019,KPL1934_CDC4709_98_CDS_0664,ATCC_51524_CDS_0223,KPL1939_CDC4792_99_CDS_0476,KPL1938_CDC4791_99_CDS_1136,KPL1937_CDC4199_99_CDS_0825,KPL1933_CDC4545_98_CDS_0785,KPL1932_CDC4420_98_CDS_1147,KPL1931_CDC4294_98_CDS_1216,KPL1930_CDC2949_98_CDS_0144,KPL1922_CDC39_95_CDS_1022
KPL3043_CDS_0343,persistent,hypothetical protein,28,28,1,NA,NA,,,,320,320,320,KPL3033_CDS_0326,KPL3043_CDS_0343,KPL3050_CDS_0347,KPL3052_CDS_0330,KPL3065_CDS_0330,KPL3069_CDS_0338,KPL3070_CDS_0344,KPL3077_CDS_1545,KPL3084_CDS_0349,KPL3086_CDS_0328,KPL3090_CDS_0438,KPL3246_CDS_0344,KPL3250_CDS_0322,KPL3256_CDS_1676,KPL3264_CDS_0910,KPL3274_CDS_0335,KPL3911_CDS_0351,KPL1914_CDS_1743,KPL1934_CDC4709_98_CDS_0695,ATCC_51524_CDS_0191,KPL1939_CDC4792_99_CDS_0508,KPL1938_CDC4791_99_CDS_1274,KPL1937_CDC4199_99_CDS_0792,KPL1933_CDC4545_98_CDS_0753,KPL1932_CDC4420_98_CDS_1681,KPL1931_CDC4294_98_CDS_1245,KPL1930_CDC2949_98_CDS_1646,KPL1922_CDC39_95_CDS_1618
KPL3043_CDS_0375,persistent,HTH-type transcriptional repressor YtrA,28,28,1,NA,NA,,,,383,383,383,KPL3033_CDS_0358,KPL3043_CDS_0375,KPL3050_CDS_0379,KPL3052_CDS_0362,KPL3065_CDS_0363,KPL3069_CDS_0370,KPL3070_CDS_0380,KPL3077_CDS_1577,KPL3084_CDS_0386,KPL3086_CDS_0361,KPL3090_CDS_0470,KPL3246_CDS_0376,KPL3250_CDS_0355,KPL3256_CDS_1708,KPL3264_CDS_0874,KPL3274_CDS_0371,KPL3911_CDS_0387,KPL1914_CDS_1710,KPL1934_CDC4709_98_CDS_0728,ATCC_51524_CDS_0158,KPL1939_CDC4792_99_CDS_0540,KPL1938_CDC4791_99_CDS_1242,KPL1937_CDC4199_99_CDS_0760,KPL1933_CDC4545_98_CDS_0721,KPL1932_CDC4420_98_CDS_1713,KPL1931_CDC4294_98_CDS_1278,KPL1930_CDC2949_98_CDS_1679,KPL1922_CDC39_95_CDS_1653
KPL3043_CDS_0439,persistent,Methionine--tRNA ligase,28,28,1,NA,NA,,,,2024,2024,2024,KPL3033_CDS_0422,KPL3043_CDS_0439,KPL3050_CDS_0444,KPL3052_CDS_0434,KPL3065_CDS_0427,KPL3069_CDS_0449,KPL3070_CDS_0467,KPL3077_CDS_1641,KPL3084_CDS_0471,KPL3086_CDS_0425,KPL3090_CDS_0535,KPL3246_CDS_0447,KPL3250_CDS_0421,KPL3256_CDS_0078,KPL3264_CDS_0808,KPL3274_CDS_0437,KPL3911_CDS_0474,KPL1914_CDS_1646,KPL1934_CDC4709_98_CDS_0793,ATCC_51524_CDS_0102,KPL1939_CDC4792_99_CDS_0181,KPL1938_CDC4791_99_CDS_0057,KPL1937_CDC4199_99_CDS_0467,KPL1933_CDC4545_98_CDS_0387,KPL1932_CDC4420_98_CDS_1158,KPL1931_CDC4294_98_CDS_1810,KPL1930_CDC2949_98_CDS_1203,KPL1922_CDC39_95_CDS_0543
KPL3043_CDS_0471,persistent,sn-glycerol-3-phosphate-binding periplasmic protein UgpB,28,28,1,NA,NA,,,,1325,1325,1325,KPL3033_CDS_0452,KPL3043_CDS_0471,KPL3050_CDS_0474,KPL3052_CDS_0466,KPL3065_CDS_0457,KPL3069_CDS_0480,KPL3070_CDS_0499,KPL3077_CDS_1672,KPL3084_CDS_0503,KPL3086_CDS_0455,KPL3090_CDS_0566,KPL3246_CDS_0477,KPL3250_CDS_0453,KPL3256_CDS_0108,KPL3264_CDS_0779,KPL3274_CDS_0467,KPL3911_CDS_0507,KPL1914_CDS_1616,KPL1934_CDC4709_98_CDS_0825,ATCC_51524_CDS_0071,KPL1939_CDC4792_99_CDS_0218,KPL1938_CDC4791_99_CDS_0026,KPL1937_CDC4199_99_CDS_0437,KPL1933_CDC4545_98_CDS_0355,KPL1932_CDC4420_98_CDS_1189,KPL1931_CDC4294_98_CDS_1841,KPL1930_CDC2949_98_CDS_1232,KPL1922_CDC39_95_CDS_0573
KPL3043_CDS_0535,persistent,30S ribosomal protein S20,28,28,1,NA,NA,,,,254,254,254,KPL3033_CDS_0516,KPL3043_CDS_0535,KPL3050_CDS_0620,KPL3052_CDS_0616,KPL3065_CDS_0521,KPL3069_CDS_0621,KPL3070_CDS_0562,KPL3077_CDS_1827,KPL3084_CDS_0572,KPL3086_CDS_0520,KPL3090_CDS_0636,KPL3246_CDS_0550,KPL3250_CDS_0516,KPL3256_CDS_0172,KPL3264_CDS_0709,KPL3274_CDS_0537,KPL3911_CDS_0573,KPL1914_CDS_1551,KPL1934_CDC4709_98_CDS_0944,ATCC_51524_CDS_0009,KPL1939_CDC4792_99_CDS_0889,KPL1938_CDC4791_99_CDS_0962,KPL1937_CDC4199_99_CDS_0277,KPL1933_CDC4545_98_CDS_1396,KPL1932_CDC4420_98_CDS_1262,KPL1931_CDC4294_98_CDS_1904,KPL1930_CDC2949_98_CDS_1593,KPL1922_CDC39_95_CDS_1174
KPL3043_CDS_0567,persistent,hypothetical protein,28,28,1,NA,NA,,,,1028,1028,1028,KPL3033_CDS_0550,KPL3043_CDS_0567,KPL3050_CDS_0660,KPL3052_CDS_0654,KPL3065_CDS_0553,KPL3069_CDS_0660,KPL3070_CDS_0594,KPL3077_CDS_0027,KPL3084_CDS_0604,KPL3086_CDS_0552,KPL3090_CDS_0674,KPL3246_CDS_0582,KPL3250_CDS_0554,KPL3256_CDS_0209,KPL3264_CDS_0672,KPL3274_CDS_0574,KPL3911_CDS_0612,KPL1914_CDS_1510,KPL1934_CDC4709_98_CDS_0975,ATCC_51524_CDS_1361,KPL1939_CDC4792_99_CDS_0169,KPL1938_CDC4791_99_CDS_0993,KPL1937_CDC4199_99_CDS_1635,KPL1933_CDC4545_98_CDS_1358,KPL1932_CDC4420_98_CDS_1293,KPL1931_CDC4294_98_CDS_1780,KPL1930_CDC2949_98_CDS_1562,KPL1922_CDC39_95_CDS_0741
KPL3043_CDS_0599,persistent,Ribulose-phosphate 3-epimerase,28,28,1,NA,NA,,,,659,659,659,KPL3033_CDS_0582,KPL3043_CDS_0599,KPL3050_CDS_0692,KPL3052_CDS_0687,KPL3065_CDS_0585,KPL3069_CDS_0692,KPL3070_CDS_0626,KPL3077_CDS_0059,KPL3084_CDS_0636,KPL3086_CDS_0584,KPL3090_CDS_0708,KPL3246_CDS_0614,KPL3250_CDS_0586,KPL3256_CDS_0242,KPL3264_CDS_0640,KPL3274_CDS_0606,KPL3911_CDS_0644,KPL1914_CDS_1478,KPL1934_CDC4709_98_CDS_1007,ATCC_51524_CDS_1329,KPL1939_CDC4792_99_CDS_0137,KPL1938_CDC4791_99_CDS_1025,KPL1937_CDC4199_99_CDS_1603,KPL1933_CDC4545_98_CDS_1326,KPL1932_CDC4420_98_CDS_1325,KPL1931_CDC4294_98_CDS_1748,KPL1930_CDC2949_98_CDS_1530,KPL1922_CDC39_95_CDS_0709
